copy0,copy1,processsymbols,createtree,createtree_partition,assigncodeword,assigncodeword_partition,obj1,obj2
2042,16,16,2,1,2,4,4,34.540,3190
2043,16,16,2,1,4,1,1,33.696,2534
2044,16,16,2,1,4,1,2,33.568,2517
2045,16,16,2,1,4,1,4,34.403,2533
2046,16,16,2,1,4,2,1,34.359,2718
2047,16,16,2,1,4,2,2,33.237,2787
2048,16,16,2,1,4,2,4,34.019,2808
2049,16,16,2,1,4,4,1,34.151,3198
2050,16,16,2,1,4,4,2,35.400,3190
2051,16,16,2,1,4,4,4,34.815,3168
2052,16,16,2,2,1,1,1,30.162,2610
2053,16,16,2,2,1,1,2,31.432,2530
2054,16,16,2,2,1,1,4,32.197,2647
2055,16,16,2,2,1,2,1,29.323,2913
2056,16,16,2,2,1,2,2,31.027,2927
2057,16,16,2,2,1,2,4,30.571,3007
2058,16,16,2,2,1,4,1,31.152,3299
2059,16,16,2,2,1,4,2,31.988,3260
2060,16,16,2,2,1,4,4,32.661,3320
2062,16,16,2,2,2,1,2,29.090,2696
2063,16,16,2,2,2,1,4,29.416,2609
2064,16,16,2,2,2,2,1,29.183,2952
2065,16,16,2,2,2,2,2,29.104,3025
2066,16,16,2,2,2,2,4,30.250,2969
2067,16,16,2,2,2,4,1,29.875,3331
2068,16,16,2,2,2,4,2,29.815,3326
2069,16,16,2,2,2,4,4,28.306,3339
2071,16,16,2,2,4,1,2,29.306,3096
2072,16,16,2,2,4,1,4,28.354,3050
2073,16,16,2,2,4,2,1,29.820,3342
2074,16,16,2,2,4,2,2,30.040,3341
2075,16,16,2,2,4,2,4,29.915,3440
2076,16,16,2,2,4,4,1,28.930,3637
2077,16,16,2,2,4,4,2,30.045,3765
2078,16,16,2,2,4,4,4,29.116,3693
2081,16,16,2,4,1,1,4,28.883,3052
2084,16,16,2,4,1,2,4,27.997,3301
2085,16,16,2,4,1,4,1,30.027,3666
2086,16,16,2,4,1,4,2,29.830,3559
2087,16,16,2,4,1,4,4,28.945,3643
2090,16,16,2,4,2,1,4,26.976,3177
2094,16,16,2,4,2,4,1,26.189,3808
2095,16,16,2,4,2,4,2,26.595,3734
2096,16,16,2,4,2,4,4,26.178,3655
2102,16,16,2,4,4,2,4,27.321,3520
2103,16,16,2,4,4,4,1,27.128,4055
2104,16,16,2,4,4,4,2,26.679,4130
2105,16,16,2,4,4,4,4,27.252,3999
2106,16,16,4,1,1,1,1,34.032,2571
2107,16,16,4,1,1,1,2,34.032,2428
2108,16,16,4,1,1,1,4,34.223,2503
2109,16,16,4,1,1,2,1,34.042,2699
2110,16,16,4,1,1,2,2,35.393,2758
2111,16,16,4,1,1,2,4,33.045,2651
2112,16,16,4,1,1,4,1,33.993,3222
2113,16,16,4,1,1,4,2,34.128,3118
2114,16,16,4,1,1,4,4,34.359,3102
2115,16,16,4,1,2,1,1,32.946,2557
2116,16,16,4,1,2,1,2,34.207,2515
2117,16,16,4,1,2,1,4,32.514,2541
2118,16,16,4,1,2,2,1,32.136,2785
2119,16,16,4,1,2,2,2,33.193,2771
2120,16,16,4,1,2,2,4,33.993,2843
2121,16,16,4,1,2,4,1,33.912,3168
2122,16,16,4,1,2,4,2,33.032,3107
2123,16,16,4,1,2,4,4,33.514,3239
2124,16,16,4,1,4,1,1,34.306,2601
2125,16,16,4,1,4,1,2,33.782,2675
2126,16,16,4,1,4,1,4,32.962,2626
2127,16,16,4,1,4,2,1,34.170,2902
2128,16,16,4,1,4,2,2,33.831,2989
2129,16,16,4,1,4,2,4,34.768,2982
2130,16,16,4,1,4,4,1,35.221,3280
2131,16,16,4,1,4,4,2,34.829,3162
2132,16,16,4,1,4,4,4,33.303,3178
2133,16,16,4,2,1,1,1,29.236,2657
2134,16,16,4,2,1,1,2,31.098,2647
2135,16,16,4,2,1,1,4,31.476,2667
2136,16,16,4,2,1,2,1,31.027,2957
2137,16,16,4,2,1,2,2,31.295,3013
2138,16,16,4,2,1,2,4,31.046,2970
2139,16,16,4,2,1,4,1,31.095,3352
2140,16,16,4,2,1,4,2,30.784,3298
2141,16,16,4,2,1,4,4,30.574,3403
2143,16,16,4,2,2,1,2,29.877,2733
2144,16,16,4,2,2,1,4,30.889,2755
2145,16,16,4,2,2,2,1,30.463,3095
2146,16,16,4,2,2,2,2,29.499,3072
2147,16,16,4,2,2,2,4,29.382,3033
2148,16,16,4,2,2,4,1,27.955,3414
2149,16,16,4,2,2,4,2,29.576,3376
2150,16,16,4,2,2,4,4,29.797,3315
2152,16,16,4,2,4,1,2,29.543,3187
2153,16,16,4,2,4,1,4,29.558,3156
2154,16,16,4,2,4,2,1,29.253,3380
2155,16,16,4,2,4,2,2,29.030,3388
2156,16,16,4,2,4,2,4,29.984,3523
2157,16,16,4,2,4,4,1,29.623,3679
2158,16,16,4,2,4,4,2,29.966,3806
2159,16,16,4,2,4,4,4,29.608,3833
2161,16,16,4,4,1,1,2,30.183,3026
2162,16,16,4,4,1,1,4,29.294,3118
2164,16,16,4,4,1,2,2,30.104,3265
2165,16,16,4,4,1,2,4,30.362,3367
2166,16,16,4,4,1,4,1,29.888,3654
2167,16,16,4,4,1,4,2,29.714,3725
2168,16,16,4,4,1,4,4,29.627,3663
2172,16,16,4,4,2,2,1,26.426,3519
2173,16,16,4,4,2,2,2,26.707,3418
2175,16,16,4,4,2,4,1,26.776,3835
2176,16,16,4,4,2,4,2,26.757,3800
2177,16,16,4,4,2,4,4,26.695,3792
2181,16,16,4,4,4,2,1,27.235,3643
2182,16,16,4,4,4,2,2,26.841,3647
2183,16,16,4,4,4,2,4,27.133,3643
2184,16,16,4,4,4,4,1,27.013,4048
2185,16,16,4,4,4,4,2,27.408,3983
2186,16,16,4,4,4,4,4,26.408,4000
